msa_name,trend_coef_Jobs,average_value_Jobs,pct_coef_Jobs,average_pct_Jobs,trend_coef_Rent,average_value_Rent,pct_coef_Rent,average_pct_Rent,normalized_trend_coef_Jobs,normalized_pct_coef_Jobs,normalized_average_pct_Jobs,Jobs_weight,normalized_trend_coef_Rent,normalized_pct_coef_Rent,normalized_average_pct_Rent,Rent_weight,total_weight,avg_insurance,prop_tax,Jobs,Rent,Price,rent_price_ratio
"Boise City, ID",34.20472189747433,1026.3636363636363,-1.7615708054547025e-07,0.003081291010663148,0.30699271896285985,7.911836905060723,-4.281341792883231e-07,0.006200794321415206,0.1691390799447775,0.29724706114795557,0.7966346795839567,0.338278159889555,0.5587708581041035,0.24632769422344908,0.64182406727553,0.5587708581041035,0.8970490179936585,3427.0,0.0069,401000.0,1767.2558330855388,479768.3557259431,0.0036835606433681593
"Stockton, CA",18.84420033252454,593.6363636363636,-1.449035384584945e-07,0.0025008394394621064,0.3527182417674229,10.163000732485585,-7.868722236530663e-07,0.0058666153741324225,0.11183441943303937,0.31150199617457774,0.6654478472219435,0.22366883886607875,0.6540673173960699,0.16939271124611247,0.5972574576466008,0.6540673173960699,0.8777361562621486,2598.0,0.0076,279600.0,2358.7799876329696,542582.8832868516,0.004347317359781021
"Salt Lake City, UT",45.77566626435933,1469.090909090909,-1.4581137507988475e-07,0.002024234051573029,0.23175952002812392,6.456958436079356,1.3727155460843833e-07,0.004965325720390872,0.21230617137073332,0.311087926242386,0.5577311069701006,0.42461234274146664,0.40197751731865894,0.3675846425620763,0.4770601068335268,0.40197751731865894,0.8265898600601256,2876.0,0.0063,826800.0,1693.4366801437557,548422.7365611434,0.0030878309144554495
"Raleigh, NC",48.022469914711735,1580.909090909091,2.42136177830447e-07,0.0025237646160858125,0.21443322692093167,5.933104537690277,8.324179189266397e-07,0.00425221132972556,0.22068819927750508,0.4880332191977867,0.6706291258191928,0.44137639855501015,0.3658678288012112,0.5166657744511768,0.38195809359192234,0.3658678288012112,0.8072442273562214,4375.0,0.0084,740500.0,1753.1061993046617,445409.0297149904,0.003935946696964012
"Oxnard, CA",3.9634160382469665,222.72727272727272,2.4086788891848174e-07,0.0008613518615628838,0.3560525515664888,10.596739550356485,4.893650901063553e-07,0.0044526939219246475,0.05631948860687584,0.48745474473288486,0.29491016119856495,0.11263897721375168,0.6610163449532087,0.4430946437606688,0.40869475518171383,0.6610163449532087,0.7736553221669604,2598.0,0.0076,318700.0,3019.2431142585933,874665.586467303,0.003451882823529218
"Fresno, CA",18.35137154009765,678.1818181818181,-5.7646051159406974e-08,0.0019911669090443263,0.30048176648755653,8.2523003792373,9.736030450138568e-07,0.00579238208704733,0.10999584992086375,0.35130067910700463,0.5502576606072495,0.2199916998417275,0.5452013966860976,0.5469443452434322,0.587357594253369,0.5452013966860976,0.7651930965278251,2598.0,0.0076,393600.0,1933.58343079922,397214.2287506995,0.004867860441154489
"Boston, MA",29.353154708564766,1525.4545454545455,-2.8686553220297534e-08,0.000978281379876615,0.2585026445167288,9.674183842854525,1.207829895776106e-06,0.0038440490520340598,0.1510396026884361,0.36450928632268526,0.3213371946984562,0.3020792053768722,0.4577128029502974,0.597176650010938,0.327524955170013,0.4577128029502974,0.7597920083271696,2746.0,0.0123,1931100.0,3079.325954400825,694704.9146308989,0.004432566820168374
"Reno, NV",16.935473186551498,579.0909090909091,-5.725655392145414e-07,0.0025790748925750033,0.2909809709922595,8.013393785763325,-1.5767289001661797e-06,0.005807936168731184,0.1047136351128566,0.11644269642649525,0.6831297035240138,0.2094272702257132,0.5254008101509006,0.0,0.5894319101017406,0.5254008101509006,0.7348280803766137,2707.0,0.006,270100.0,1873.8607412794845,545404.066398491,0.003435729318362612
"Charleston, SC",23.13891377158888,874.5454545454545,4.483590361028456e-07,0.0024781682365794546,0.26770237936225993,8.449148204335993,1.8108384710865322e-06,0.005435451640719667,0.12785647275851744,0.5820927481144281,0.6603239687804439,0.2557129455170349,0.4768859496620625,0.7264979060233797,0.5397568103155834,0.4768859496620625,0.7325988951790974,4319.0,0.0057,424600.0,2072.119631688651,436015.8899348459,0.0047523947624897095
"Provo, UT",28.74521061640248,869.0909090909091,-8.278628595243027e-07,0.0033435382824929367,0.2365402931031454,6.561524678151601,6.61498163232503e-07,0.004795334411959065,0.14877157880238714,0.0,0.8559047213821793,0.2975431576047743,0.4119411157377556,0.48001031317133236,0.4543898089443528,0.4119411157377556,0.70948427334253,2876.0,0.0063,314400.0,1768.9060218748973,534679.7351486211,0.0033083468581116262
"Knoxville, TN",16.018913473142412,514.5454545454545,3.138470910861558e-07,0.0013172066023008082,0.2762104600979801,8.151160584948675,2.497247434776702e-06,0.0064198939127180785,0.10129427575103045,0.5207410129676924,0.3979370844109106,0.2025885515020609,0.49461762159831885,0.873705214438379,0.6710435200114029,0.49461762159831885,0.6972061731003798,4873.0,0.0071,439100.0,1777.676192019433,342592.3016640567,0.005188897074992094
"Indianapolis, IN",40.65249939181109,1568.1818181818182,2.994255790298821e-07,0.0015308743293448062,0.18602871673939372,5.454913428581037,1.6024097435808401e-06,0.004544635722864578,0.19319345197933813,0.5141632715783891,0.4462277492649901,0.38638690395867625,0.3066700529815096,0.6817982683503414,0.4209562527547589,0.3066700529815096,0.6930569569401859,4451.0,0.0085,1179500.0,1529.352250592349,280788.7054973604,0.0054466302263953634
"Ogden, UT",16.877446940192517,564.5454545454545,-5.403186922179476e-08,0.0021634959263308598,0.2705116449667492,7.186395564195222,2.3795880766926157e-07,0.005732940278431724,0.10449715975853271,0.35294912997864275,0.5892054368275825,0.20899431951706543,0.48274073379351506,0.3891780370234487,0.5794303447909198,0.48274073379351506,0.6917350533105805,2876.0,0.0063,298500.0,1696.335344394168,496589.0407552933,0.003415974186248866
"San Francisco, CA",44.32871293960535,2344.5454545454545,-5.817203267245849e-07,0.0011301917031955528,0.1622424200411954,6.51792238792078,-1.237323269391845e-06,0.0024750589780307398,0.20690810147442454,0.1122671408758626,0.3556701780308389,0.4138162029488491,0.2570970855012934,0.07278895237407924,0.14495436923074687,0.2570970855012934,0.6709132884501425,2598.0,0.0076,2472300.0,3023.5909346900467,1187716.3937638835,0.0025457179429074486
"Portland, OR",28.887317399634387,1185.4545454545455,-5.544777757029499e-07,0.0011180787394517596,0.19349449697711768,5.945596561001033,-8.631102026280488e-07,0.004092695515372106,0.1493017288324552,0.12469263791847401,0.3529325485318332,0.2986034576649104,0.3222294687928479,0.15304270960340052,0.3606848234301266,0.3222294687928479,0.6208329264577583,3016.0,0.0097,1231700.0,1809.646129511547,553844.7627059835,0.0032674248297843416
"Spokane, WA",10.398601963877224,382.72727272727275,1.7700887062366964e-07,0.0015933353664819385,0.255148242345367,6.936809889403717,-1.4485331304756614e-07,0.006434663730161005,0.08032688596242016,0.45832824911446407,0.4603444577289049,0.16065377192484032,0.4507219009252218,0.3070801261564245,0.6730132451949359,0.4507219009252218,0.6113756728500621,2801.0,0.0098,274400.0,1511.3342190016103,412105.5847682779,0.0036673470946806406
"Bakersfield, CA",11.529888972154861,315.45454545454544,7.567357954980928e-07,0.0012231417662662467,0.2509672550631519,7.016784706298001,1.8535694934968404e-06,0.005270369923781065,0.08454731673858708,0.7227453070041118,0.3766776572885189,0.16909463347717416,0.44200831472867247,0.7356620037079807,0.5177412629703748,0.44200831472867247,0.6111029482058467,2598.0,0.0076,293100.0,1754.401058597983,351384.69692782685,0.004992821468711628
"Worcester, MA",1.7790189612147387,161.8181818181818,2.4501126113062017e-07,0.0007227891157425645,0.2705658659814483,8.32321295343364,1.1811420080222466e-06,0.005639816869008626,0.04817027750145371,0.4893445625817155,0.2635938402349775,0.09634055500290742,0.4828537356883677,0.5914531639678556,0.5670112661241772,0.4828537356883677,0.5791942906912751,2746.0,0.0123,293600.0,1986.5728562526451,446998.24529518303,0.004444252023720534
"Tucson, AZ",9.69962023150262,333.6363636363636,2.102149382739578e-07,0.0009409200294957853,0.24054327875563872,6.469436616570969,1.2063009657474598e-06,0.005545094157841202,0.07771923291442523,0.4734737432004525,0.31289322201855324,0.15543846582885046,0.4202837291379262,0.5968487555833042,0.5543789021589506,0.4202837291379262,0.5757221949667767,4086.0,0.0066,403800.0,1563.7728356548598,350826.115734131,0.0044574014462479316
"San Jose, CA",26.144549478123526,1202.7272727272727,-5.142721535373114e-07,0.0011842021915166316,0.17121313738417204,6.868938039594534,-4.2547500038574504e-07,0.002398575327807264,0.13906943405391659,0.1430306723748929,0.36787699291206477,0.27813886810783317,0.2757929373507861,0.246897981893846,0.13475439400723038,0.2757929373507861,0.5539318054586193,2598.0,0.0076,1162200.0,3277.120039914307,1633092.063824156,0.0020066964456617264
"Chattanooga, TN",11.189897735901969,418.1818181818182,7.309571484710782e-08,0.0016768677297878717,0.2220234847315525,6.157673202647145,1.1426447336852527e-06,0.005299235546318261,0.08327892996616815,0.4109328121465867,0.47922345932957905,0.1665578599323363,0.3816866680424145,0.5831970361544948,0.5215908260316368,0.3816866680424145,0.5482445279747508,4873.0,0.0071,286100.0,1540.7086406428016,303161.206082139,0.005082143129571003
"Durham, NC",13.288517005094866,455.45454545454544,3.043262667393675e-07,0.0014438818752078924,0.21138137734519322,6.045365543591883,6.881036686921403e-07,0.0044151394658797334,0.09110813447956867,0.5163985057380908,0.42656673865904793,0.18221626895913734,0.3595074759605753,0.4857161315025475,0.4036864361478873,0.3595074759605753,0.5417237449197126,4375.0,0.0084,351500.0,1735.7898789638784,414599.8794218342,0.004186662768412918
"Grand Rapids, MI",11.884871898578655,584.5454545454545,-1.8724775437595953e-08,0.0013425047363308487,0.215516897044676,6.865604513679978,3.909186047628978e-08,0.005842600211756853,0.08587163219234072,0.36905291515831845,0.40365467091206103,0.17174326438468143,0.3681263032701574,0.3465290193422065,0.5940547592855288,0.3681263032701574,0.5398695676548388,3564.0,0.0154,585700.0,1598.2777921109964,325159.0774157741,0.004915371899851076
"Richmond, VA",15.311589675644983,769.0909090909091,2.333865989748203e-07,0.0011953882517595931,0.20091992531146033,5.830742276361714,1.2501215102067328e-06,0.00456245513456437,0.09865550141540155,0.4840424818359168,0.3704051345912205,0.1973110028308031,0.3377047872930551,0.6062465122332904,0.4233326764388331,0.3377047872930551,0.5350157901238581,3430.0,0.0082,724100.0,1630.087015609046,367636.83344252687,0.0044339600043472776
"Greenville, SC",16.933942466326222,628.1818181818181,2.620470891712884e-07,0.001571739459923343,0.19217013963879634,5.723025044352307,9.253031133215533e-07,0.004677319256727839,0.1047079245383506,0.4971147097595496,0.4554636051066164,0.2094158490767012,0.3194693786410353,0.5365859389329609,0.43865112942473333,0.3194693786410353,0.5288852277177365,4319.0,0.0057,465900.0,1570.9723763912125,294819.8955764363,0.005328583314635614
"Albuquerque, NM",8.567753781659068,386.3636363636364,5.275052150998583e-07,0.0010622412154659795,0.20938850677265045,5.918622141460483,2.0536130047910164e-06,0.005075563679613396,0.07349664044719326,0.6181918128562127,0.34031280855339613,0.1469932808943865,0.3553541388800526,0.7785633473984651,0.4917616077356847,0.3553541388800526,0.5023474197744391,4529.0,0.008,420900.0,1526.9191877924434,335718.3139896525,0.004548215346510724
"Winston, NC",4.4789359712029935,173.63636363636363,-5.366338038449237e-08,0.0007326777700122103,0.2116956926165401,5.861288361427374,1.4795773122608585e-06,0.004912622832954369,0.05824271072014629,0.35311720003032404,0.2658287574861682,0.11648542144029259,0.3601625397110495,0.65545561760249,0.47003157008757646,0.3601625397110495,0.4766479611513421,4375.0,0.0084,276900.0,1549.40203071782,267084.02042774257,0.005801178326716848
"Columbia, SC",9.784084142983138,478.1818181818182,4.5764129929849585e-07,0.0012354894214141497,0.1858377931242625,5.676927359226107,1.6180481114311674e-06,0.00494121300263643,0.07803433782492053,0.5863264461185063,0.37946832897642596,0.15606867564984106,0.3062721495043861,0.6851520736778159,0.4738443983396418,0.3062721495043861,0.46234082515422714,4319.0,0.0057,433800.0,1493.6250179330352,248244.5607102808,0.006016748216595177
"Virginia Beach, VA",8.235264690115919,520.9090909090909,3.742592153714323e-07,0.0007383559200644697,0.19092679690193828,5.392820376909092,1.978632020321496e-06,0.003926875873939965,0.07225624151710665,0.5482953587794497,0.2671120661306617,0.1445124830342133,0.3168781308380221,0.7624829208744212,0.33857086535884884,0.3168781308380221,0.46139061387223534,3430.0,0.0082,820400.0,1696.5153931302723,348956.2635334528,0.004861684888391852
"Springfield, MA",-1.971366911565493,51.81818181818182,-7.413029932774063e-08,0.000347417700666503,0.22062946691803814,6.894069462787922,1.8676294882945048e-06,0.004773989003485129,0.03417891735662048,0.34378211094124667,0.1787568110213566,0.06835783471324096,0.3787813986508398,0.738677311053861,0.451543152999797,0.3787813986508398,0.4471392333640808,2746.0,0.0123,331500.0,1861.018664857386,343930.74180701823,0.005411027391967234
"Memphis, TN",7.262282621771027,282.72727272727275,-3.6587587936124497e-07,0.0004932433445883515,0.18380825088048755,4.864935992248396,1.545276780583681e-06,0.0042421951388838695,0.06862639035126211,0.21071513644894052,0.21171460673146983,0.13725278070252422,0.3020423850762815,0.6695455296049573,0.38062231923857043,0.3020423850762815,0.43929516577880573,4873.0,0.0071,653700.0,1436.9475415330808,241485.33184344272,0.005950454756666826
"Detroit, MI",9.116276225290369,979.0909090909091,1.0121617824898373e-07,0.0009382215599264645,0.1698798258909809,4.939333155203947,7.748792066058433e-07,0.004465726191713749,0.07554298322809763,0.4237587304887927,0.3122833456867655,0.15108596645619526,0.2730141858649371,0.5043260186809817,0.4104327583832688,0.2730141858649371,0.42410015232113235,3564.0,0.0154,2034200.0,1403.2156452517402,252394.86522524885,0.005559604566437774
"Greensboro, NC",1.6896543490326397,132.72727272727272,7.460871439957219e-08,0.00046701188277990373,0.19599785290737132,5.611116945887364,1.6835328449961554e-06,0.005043296912847071,0.04783688981398458,0.4116229006573759,0.20578608047086383,0.09567377962796916,0.32744670725987124,0.6991959336509593,0.4874584629380992,0.32744670725987124,0.42312048688784043,4375.0,0.0084,365600.0,1454.0073377924534,254586.66829171128,0.005711246969642645
"Minneapolis, MN",11.684490104610505,1175.4545454545455,4.09756519867174e-09,0.0007267618665185206,0.14604207143411285,4.451704234951155,-2.7484427747807947e-07,0.0031954948422746126,0.08512407875624647,0.3794623267386146,0.26449171460713755,0.17024815751249295,0.22333397538554758,0.2792022559590254,0.24103278525755764,0.22333397538554758,0.39358213289804056,4308.0,0.0112,1993500.0,1655.4321563696042,375419.2048180222,0.004409556397553091
"Urban Honolulu, HI",-11.13303007185007,-1.8181818181818181,7.457282409689481e-07,0.0002246094544875646,0.1980196608291812,6.314621541179111,8.85109742235856e-07,0.002717969668157963,0.0,0.7177246928868931,0.15100113664043707,0.0,0.3316603526049542,0.527966066106939,0.1773493061039934,0.3316603526049542,0.3316603526049542,1154.0,0.0028,463200.0,2696.7146143172727,879674.9918302622,0.003065580628484682
